source,date,title,url,image_url,image_local_path,summary,bias_flags,bias_explanation,who_benefits
BBC News,2026-03-11,Inside the Australian hotel where Iranian footballers escaped to claim asylum,https://www.bbc.com/news/articles/c15x1928n48o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/news/1024/branded_news/4544/live/2cd65170-1cfe-11f1-ad67-1389c2bfbcfe.jpg,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\Inside_the_Australian_hotel_where_Iranian_football_2.jpg,Activists played a key role in making contact with the women as they tried to dodge their minders.,,,
BBC News,2026-03-10,War expands to central Beirut as Israeli strike kills Iranians in luxury hotel,https://www.bbc.com/news/articles/c2k8y7vy78no?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/news/1024/branded_news/232c/live/1822eae0-1c7c-11f1-b048-c9424b2cf5fd.jpg,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\War_expands_to_central_Beirut_as_Israeli_strike_ki_3.jpg,"Israel's military says it targeted Quds Force operatives after a return to war with Lebanon's Hezbollah movement, but Iran says they were diplomats.",,,
BBC News,2026-03-10,'I just want to be able to sleep': Attacks in Iran rock cities and cut power,https://www.bbc.com/news/articles/cev7llekwllo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/news/1024/branded_news/c358/live/94c81d10-1c75-11f1-a7bf-efb6e72f87e6.jpg,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\'I_just_want_to_be_able_to_sleep'__Attacks_in_Iran_4.jpg,Iranians in Tehran and Karaj tell the BBC they are exhausted and struggling to sleep after 10 days of Israeli and US attacks.,,,
BBC News,2026-03-10,Lebanon calls for talks with Israel on plan to end Hezbollah conflict,https://www.bbc.com/news/articles/cd9g5p3ppxlo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/news/1024/branded_news/97c5/live/781d23c0-1c90-11f1-801d-ed3cff6bf876.jpg,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\Lebanon_calls_for_talks_with_Israel_on_plan_to_end_5.jpg,"President Aoun outlines a path towards ""permanent security and stability"", as Israeli strikes targeting Hezbollah continue.",,,
BBC News,2026-03-10,GPS jamming: The invisible battle in the Middle East,https://www.bbc.com/news/articles/c3ewwlx9e1xo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/news/1024/branded_news/3e50/live/f7dc5ff0-1893-11f1-b048-c9424b2cf5fd.png,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\GPS_jamming__The_invisible_battle_in_the_Middle_Ea_6.png,"GPS jamming has made navigation hazardous in the Gulf, spurring efforts to develop alternatives.",,,
BBC News,2026-03-11,In maps: 12 days of strikes across the Middle East,https://www.bbc.com/news/articles/c4g0pnnj8xyo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/news/1024/branded_news/a5f0/live/298dc640-1d37-11f1-801d-ed3cff6bf876.png,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\In_maps__12_days_of_strikes_across_the_Middle_East_7.png,"The US says it ""eliminated"" 16 Iranian ships as Israel carried out further attacks in Lebanon and Iran.",,,
BBC News,2026-03-10,'Bombs exploded' - Iranians describe fleeing the country,https://www.bbc.com/news/videos/ckg1e540jz5o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/images/ic/1024xn/ichef.bbci.co.uk/images/ic/$widthxn/p0n5t7rd.jpg,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\'Bombs_exploded'_-_Iranians_describe_fleeing_the_c_8.jpg,The BBC's Emily Wither speaks to people who have left Iran on a border crossing in eastern Turkey.,,,
BBC News,2026-03-11,Video released by US shows strikes on Iranian vessels near Strait of Hormuz,https://www.bbc.co.uk/programmes/p0n5vrfw?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/images/ic/1200x675/p01tqv8z.png,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\Video_released_by_US_shows_strikes_on_Iranian_vess_9.png,Video released by US shows strikes on Iranian vessels near Strait of Hormuz,,,
Al Jazeera,2026-03-11,"Spain removes ambassador from Israel, as opposes war on Iran, Gaza genocide",https://www.aljazeera.com/news/2026/3/11/spain-removes-ambassador-from-israel-as-opposes-war-on-iran-gaza-genocide?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/02/afp_6985b23df254-1770369598.jpg?resize=1920%2C1440,"C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\Spain_removes_ambassador_from_Israel,_as_opposes_w_0.jpg",Madrid recalls ambassador amid rising diplomatic tensions and criticism of US-Israeli actions in Iran.,Loaded language: genocide,The term(s) <b>'genocide'</b> frame the situation in extreme moral terms typically used to condemn Israeli actions. This language goes beyond factual reporting and invokes international law violations.,Benefits the <b>Palestinian / anti-war narrative</b> — maximizes moral pressure on Israel and frames the conflict as a human rights crisis rather than a security operation.
Al Jazeera,2026-03-11,‘Siren economy’: Why tactical wins fail to bring Israel strategic safety,https://www.aljazeera.com/features/2026/3/11/siren-economy-why-tactical-wins-fail-to-bring-israel-strategic-safety?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/03/2026-03-09T170707Z_1133816736_RC2T0KAHXGTM_RTRMADP_3_IRAN-CRISIS-ISRAEL-1773118161.jpg?resize=1920%2C1440,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\‘Siren_economy’__Why_tactical_wins_fail_to_bring_I_1.jpg,Analyst refers to 'security achievement gap' of tactical assassinations that fail to bring Israel security.,,,
Al Jazeera,2026-03-11,Al Jazeera visits Middle East’s first women-only mosque,https://www.aljazeera.com/video/newsfeed/2026/3/11/al-jazeera-visits-middle-easts-first-women-only-mosque?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/03/wide-2-1773231368.jpg?resize=1800%2C1063,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\Al_Jazeera_visits_Middle_East’s_first_women-only_m_2.jpg,"Al Jazeera visited the first women-only mosque in the Middle East, in the Qatari capital Doha.",,,
Al Jazeera,2026-03-11,Which countries have seen the highest petrol prices since the Iran war?,https://www.aljazeera.com/news/2026/3/11/which-countries-have-seen-the-highest-petrol-prices-since-the-iran-war?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/03/getty_69b145becd-1773225406.jpg?resize=1920%2C1440,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\Which_countries_have_seen_the_highest_petrol_price_3.jpg,At least 85 countries have reported petrol price rises since the attacks on Iran by the US and Israel on February 28.,,,
Al Jazeera,2026-03-11,Iran security chief warns against anti-government protests,https://www.aljazeera.com/video/newsfeed/2026/3/11/iran-security-chief-warns-against-anti-government-protests?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/03/image-1773229392.jpg?resize=1920%2C1080&quality=80,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\Iran_security_chief_warns_against_anti-government__4.jpg,"Anti-government protesters will be treated as an “enemy” as US-Israeli attacks continue, says Iran’s security chief.",,,
Al Jazeera,2026-03-11,How much a day of war on Iran costs the US,https://www.aljazeera.com/video/by-the-numbers-3/2026/3/11/how-much-a-day-of-war-on-iran-costs-the-us-2?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/03/BTN_Thumbnail_Landscape_V07-1773229200.png?resize=1920%2C1008&quality=80,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\How_much_a_day_of_war_on_Iran_costs_the_US_5.png,The US spent $3.7 billion in the first four days of bombing Iran. Here’s the bill.,,,
Al Jazeera,2026-03-11,"12 days: How 2025 Iran blueprint trapped US, Israel in longer war",https://www.aljazeera.com/features/2026/3/11/12-days-how-2025-iran-blueprint-trapped-us-israel-in-longer-war?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/03/2026-03-06T165434Z_736105291_RC2XXJAWYKV2_RTRMADP_3_IRAN-CRISIS-1773174239.jpg?resize=1920%2C1440,"C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\12_days__How_2025_Iran_blueprint_trapped_US,_Israe_6.jpg","Unlike the truce from last year's 12-day war, ""decapitation"" strikes have locked US and Israel in a war of attrition.",,,
Al Jazeera,2026-03-11,"4 day week, fewer car trips in Philippines as Iran fallout bites",https://www.aljazeera.com/video/newsfeed/2026/3/11/4-day-week-fewer-car-trips-in-philippines-as-iran-fallout-bites?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/03/image-1773228702.jpg?resize=1920%2C1080&quality=80,"C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\4_day_week,_fewer_car_trips_in_Philippines_as_Iran_7.jpg",Rising fuel prices are pushing more people to use public transport and prompting a four-day work week in Manila.,,,
Al Jazeera,2026-03-11,Iranian female footballer changes mind on Australian asylum offer,https://www.aljazeera.com/video/newsfeed/2026/3/11/iranian-female-footballer-changes-mind-on-australian-asylum-offer?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/03/image-1773227651.jpg?resize=1920%2C1080&quality=80,C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\Iranian_female_footballer_changes_mind_on_Australi_8.jpg,One member of the Iranian women’s football team offered asylum by Australia has decided to return home to Iran.,,,
Al Jazeera,2026-03-11,"Iran declares US-Israeli economic, banking interests in region are targets",https://www.aljazeera.com/news/2026/3/11/iran-declares-us-israeli-economic-banking-interests-in-region-as-targets?traffic_source=rss,https://www.aljazeera.com/wp-content/uploads/2026/03/2022-12-27T094008Z_682145682_RC29EY9BZBWR_RTRMADP_3_ISRAEL-POLITICS-BUSINESS-1773224916.jpg?resize=1920%2C1440,"C:\Users\YDR\OneDrive\Documents\News Scraper\index_files\Iran_declares_US-Israeli_economic,_banking_interes_9.jpg",IRGC releases a list of offices run by top US companies with Israeli links whose technology has been used militarily.,,,
